clip_dimension_id,clip_id,dimension_id,dim_suggestion_id
93,3982,102,NULL
94,3981,363,NULL
95,3980,199,NULL
96,3979,2,NULL
97,3978,265,NULL
98,3977,1522,NULL
99,3976,363,NULL
100,3975,265,NULL
101,3974,265,NULL
102,3973,102,NULL
103,3972,363,NULL
104,3971,363,NULL
105,3970,291,NULL
106,3969,199,NULL
107,3968,657,NULL
108,3967,265,NULL
109,3966,2,NULL
110,3965,265,NULL
111,3964,363,NULL
112,3963,265,NULL
113,3962,363,NULL
114,3961,2,NULL
115,3960,1516,NULL
116,3959,2,NULL
117,3958,1528,NULL
118,3957,16,NULL
119,3956,2,NULL
120,3955,265,NULL
121,3954,1515,NULL
122,3953,199,NULL
123,3952,365,NULL
124,3951,265,NULL
125,3950,363,NULL
126,4017,265,NULL
127,3949,363,NULL
128,4018,1489,NULL
129,3947,995,NULL
130,3946,363,NULL
131,3945,2,NULL
132,3944,43,NULL
133,3943,1514,NULL
134,3942,747,NULL
135,3941,363,NULL
136,3940,363,NULL
137,3939,2,NULL
138,3938,484,NULL
139,3937,289,NULL
140,3936,102,NULL
141,3935,764,NULL
142,3934,1511,NULL
143,3933,2,NULL
144,3932,289,NULL
145,3931,265,NULL
146,3930,43,NULL
147,3929,745,NULL
148,3928,265,NULL
149,3927,1517,NULL
150,3926,83,NULL
151,3925,740,NULL
152,3924,43,NULL
153,3923,2,NULL
154,3922,2,NULL
155,3921,363,NULL
156,3920,484,NULL
157,3919,102,NULL
158,3917,1489,NULL
159,3918,363,NULL
160,3915,43,NULL
161,3916,1489,NULL
162,3914,43,NULL
163,3913,1510,NULL
164,3912,1504,NULL
165,3911,102,NULL
166,3910,265,NULL
167,3909,102,NULL
168,3908,978,NULL
169,3905,2,NULL
170,3906,43,NULL
171,3907,484,NULL
172,3903,10,NULL
173,3904,1508,NULL
174,3901,43,NULL
175,3902,286,NULL
176,3898,365,NULL
177,3899,2,NULL
178,3900,629,NULL
179,3896,1489,NULL
180,3897,102,NULL
181,3895,363,NULL
182,3894,83,NULL
183,3892,6,NULL
184,3893,995,NULL
185,3891,265,NULL
186,3890,1506,NULL
187,3889,262,NULL
188,3888,97,NULL
189,3887,363,NULL
190,3886,2,NULL
191,3885,144,NULL
192,3882,43,NULL
193,3883,1504,NULL
194,3884,493,NULL
195,3881,363,NULL
196,3880,365,NULL
197,3878,102,NULL
198,3879,102,NULL
199,3877,1489,NULL
200,3876,2,NULL
201,3875,262,NULL
202,3873,1505,NULL
203,3874,1491,NULL
204,3871,144,NULL
205,3872,43,NULL
206,3870,89,NULL
207,3869,1504,NULL
208,3868,363,NULL
209,3867,97,NULL
210,3866,1203,NULL
211,3865,1491,NULL
212,3863,657,NULL
213,3864,6,NULL
214,3862,629,NULL
215,3861,97,NULL
216,3854,657,NULL
217,3853,97,NULL
218,3852,97,NULL
219,3851,322,NULL
220,3850,13,NULL
221,3849,6,NULL
222,3848,322,NULL
223,3847,1494,NULL
224,3846,272,NULL
225,3845,144,NULL
226,3844,6,NULL
227,3843,89,NULL
228,3842,322,NULL
229,3841,1502,NULL
230,3840,242,NULL
231,3837,2,NULL
232,3836,97,NULL
233,3835,1489,NULL
234,3834,97,NULL
235,3833,14891495,NULL
236,3832,1489,NULL
237,3831,1491,NULL
238,3830,14891495,NULL
239,3829,14891495,NULL
240,3828,10,NULL
241,3827,272,NULL
242,3826,43,NULL
243,3825,37,NULL
244,3824,1489,NULL
245,3823,272,NULL
246,3822,33,NULL
247,3821,234,NULL
248,3820,1488,NULL
249,3819,696,NULL
250,3818,144,NULL
251,3817,628,NULL
252,3816,89,NULL
253,3815,37,NULL
254,3814,13,NULL
255,3813,376,NULL
256,3812,629,NULL
257,3811,666,NULL
258,3810,629,NULL
259,3809,1487,NULL
260,3808,696,NULL
261,3807,1486,NULL
262,3806,272,NULL
263,3805,37,NULL
264,3804,235,NULL
265,3803,43,NULL
266,3802,471,NULL
267,3855,10,NULL
268,3801,235,NULL
269,3800,10,NULL
270,3856,97,NULL
271,3798,144,NULL
272,3797,234,NULL
273,3796,10,NULL
274,3795,358,NULL
275,3794,37,NULL
276,3793,242,NULL
277,3792,242,NULL
278,3791,97,NULL
279,3790,43,NULL
280,3789,14,NULL
281,3788,1478,NULL
282,3787,1500,NULL
283,3786,1500,NULL
284,3785,1474,NULL
285,3784,322,NULL
286,3782,356,NULL
287,3783,37,NULL
288,3781,1485,NULL
289,3780,43,NULL
290,3779,686,NULL
291,3778,43,NULL
292,3838,144,NULL
293,3777,1484,NULL
294,3839,322,NULL
295,3775,1483,NULL
296,3774,1502,NULL
297,3773,380,NULL
298,3772,89,NULL
299,3771,1494,NULL
300,3765,1481,NULL
301,3766,1494,NULL
302,3767,335,NULL
303,3768,144,NULL
304,3769,217,NULL
305,3770,166,NULL
306,3761,6,NULL
307,3762,1494,NULL
308,3763,358,NULL
309,3764,37,NULL
310,3759,122,NULL
311,3760,6,NULL
312,3758,272,NULL
313,3757,1188,NULL
314,3755,89,NULL
315,3756,1497,NULL
316,3754,202,NULL
317,3753,97,NULL
318,3750,1477,NULL
319,3751,1478,NULL
320,3752,1479,NULL
321,3749,249,NULL
322,3857,1489,NULL
323,3748,376,NULL
324,3860,97,NULL
325,3746,6,NULL
326,3745,1476,NULL
327,3744,37,NULL
328,3743,43,NULL
329,3742,471,NULL
330,3741,1497,NULL
331,3740,1475,NULL
332,3739,358,NULL
333,3738,37,NULL
334,3737,144,NULL
335,3735,1474,NULL
336,3736,243,NULL
337,3733,14,NULL
338,3734,1473,NULL
339,3858,14891495,NULL
340,3859,14891495,NULL
341,3731,43,NULL
342,3732,1497,NULL
343,3728,308,NULL
344,3729,144,NULL
345,3727,666,NULL
346,3725,335,NULL
347,3726,471,NULL
348,3723,144,NULL
349,3724,33,NULL
350,3722,628,NULL
351,3721,249,NULL
352,3719,1498,NULL
353,3720,1502,NULL
354,3717,686,NULL
355,3718,257,NULL
356,3715,257,NULL
357,3716,257,NULL
358,3713,257,NULL
359,3714,257,NULL
360,3709,1471,NULL
361,3710,291,NULL
362,3711,2,NULL
363,3707,89,NULL
364,3708,1471,NULL
365,3706,1459,NULL
366,3705,89,NULL
367,3704,89,NULL
368,3703,1471,NULL
369,3700,1471,NULL
370,3701,43,NULL
371,3702,89,NULL
372,3699,89,NULL
373,3698,1471,NULL
374,3697,43,NULL
375,3696,262,NULL
376,3695,1472,NULL
377,3694,2,NULL
378,3693,2,NULL
379,3692,287,NULL
380,3691,291,NULL
381,3689,287,NULL
382,3690,2,NULL
383,3688,1469,NULL
384,3687,2,NULL
385,3686,287,NULL
386,3684,287,NULL
387,3685,1469,NULL
388,3683,287,NULL
389,3680,1469,NULL
390,3681,1469,NULL
391,3682,2,NULL
392,3679,1469,NULL
393,3678,2,NULL
394,3677,287,NULL
395,3676,2,NULL
396,3675,287,NULL
397,3674,2,NULL
398,3672,1469,NULL
399,3673,2,NULL
400,3671,287,NULL
401,3670,1469,NULL
402,3669,287,NULL
403,3668,1467,NULL
404,3667,1096,NULL
405,3666,363,NULL
406,3665,1460,NULL
407,3664,249,NULL
408,3663,850,NULL
409,3662,235,NULL
410,3661,1468,NULL
411,3660,850,NULL
412,3659,363,NULL
413,3658,850,NULL
414,3657,363,NULL
415,3656,629,NULL
416,3655,1466,NULL
417,3654,364,NULL
418,3653,18,NULL
419,3652,1096,NULL
420,3651,291,NULL
421,3650,235,NULL
422,3649,235,NULL
423,3648,1096,NULL
424,3647,249,NULL
425,3646,43,NULL
426,3644,1096,NULL
427,3645,1322,NULL
428,3643,629,NULL
429,3642,291,NULL
430,3641,235,NULL
431,3640,363,NULL
432,3639,33,NULL
433,3638,363,NULL
434,3637,629,NULL
435,3636,1389,NULL
436,3635,265,NULL
437,3634,363,NULL
438,3633,363,NULL
439,3632,102,NULL
440,3631,1457,NULL
441,3630,1458,NULL
442,3629,793,NULL
443,3628,1457,NULL
444,3627,6,NULL
445,3626,1459,NULL
446,3625,265,NULL
447,3624,364,NULL
448,3622,793,NULL
449,3623,43,NULL
450,3620,1325,NULL
451,3619,1325,NULL
452,3618,37,NULL
453,3617,102,NULL
454,3616,1442,NULL
455,3615,291,NULL
456,3614,405,NULL
457,3613,102,NULL
458,3612,1444,NULL
459,3611,1445,NULL
460,3610,1446,NULL
461,3609,1447,NULL
462,3608,1037,NULL
463,3606,6,NULL
464,3607,1449,NULL
465,3605,1325,NULL
466,3604,1450,NULL
467,3603,1451,NULL
468,3602,1464,NULL
469,3601,1452,NULL
470,3600,1453,NULL
471,3599,1454,NULL
472,3598,43,NULL
473,3597,262,NULL
474,3596,1455,NULL
475,3595,1243,NULL
476,3594,150,NULL
477,3593,619,NULL
478,3592,1325,NULL
479,3591,1325,NULL
480,3589,166,NULL
481,3588,89,NULL
482,3587,1443,NULL
483,3586,33,NULL
484,3585,1443,NULL
485,3583,1443,NULL
486,3584,89,NULL
487,3582,1441,NULL
488,3581,33,NULL
489,3580,1437,NULL
490,3579,1432,NULL
491,3578,1433,NULL
492,3577,1435,NULL
493,3576,1437,NULL
494,3575,232,NULL
495,3573,1335,NULL
496,3574,1437,NULL
497,3572,1437,NULL
498,3570,6,NULL
499,3571,325,NULL
500,3590,1459,NULL
501,3568,1438,NULL
502,3567,1440,NULL
503,3566,1439,NULL
504,3565,6,NULL
505,3564,1335,NULL
506,3562,393,NULL
507,3561,144,NULL
508,3560,1299,NULL
509,3559,363,NULL
510,3558,393,NULL
511,3557,393,NULL
512,3556,363,NULL
513,3555,102,NULL
514,3554,363,NULL
515,3553,2,NULL
516,3552,1429,NULL
517,3550,363,NULL
518,3551,15,NULL
519,3549,1429,NULL
520,3548,393,NULL
521,3547,393,NULL
522,3546,1429,NULL
523,3545,1299,NULL
524,3544,291,NULL
525,3543,1225,NULL
526,3542,291,NULL
527,3541,102,NULL
528,3540,1412,NULL
529,3539,15,NULL
530,3538,15,NULL
531,3536,1429,NULL
532,3537,102,NULL
533,3535,1415,NULL
534,3534,2,NULL
535,3533,1243,NULL
536,3532,1412,NULL
537,3531,217,NULL
538,3530,15,NULL
539,3528,393,NULL
540,3529,393,NULL
541,3527,2,NULL
542,3526,1225,NULL
543,3525,2,NULL
544,3522,1412,NULL
545,3523,102,NULL
546,3524,393,NULL
547,3521,363,NULL
548,3520,393,NULL
549,3519,15,NULL
550,3563,629,NULL
551,3517,363,NULL
552,3516,393,NULL
553,3515,745,NULL
554,3514,1225,NULL
555,3513,393,NULL
556,3512,1429,NULL
557,3511,363,NULL
558,3510,745,NULL
559,3509,102,NULL
560,3508,15,NULL
561,3507,83,NULL
562,3506,1420,NULL
563,3505,393,NULL
564,3504,1429,NULL
565,3503,1414,NULL
566,3502,740,NULL
567,3501,1225,NULL
568,3500,1243,NULL
569,3499,363,NULL
570,3498,1420,NULL
571,3497,745,NULL
572,3496,144,NULL
573,3495,393,NULL
574,3494,43,NULL
575,3493,43,NULL
576,3492,15,NULL
577,3491,102,NULL
578,3490,262,NULL
579,3489,745,NULL
580,3488,1225,NULL
581,3487,102,NULL
582,3486,43,NULL
583,3482,363,NULL
584,3483,393,NULL
585,3484,15,NULL
586,3485,15,NULL
587,3481,393,NULL
588,3480,262,NULL
589,3479,102,NULL
590,3478,102,NULL
591,3477,363,NULL
592,3476,393,NULL
593,3475,43,NULL
594,3474,864,NULL
595,3473,393,NULL
596,3472,262,NULL
597,3471,43,NULL
598,3470,393,NULL
599,3469,1299,NULL
600,3468,15,NULL
601,3467,1429,NULL
602,3466,864,NULL
603,3465,1243,NULL
604,3464,2,NULL
605,3463,1420,NULL
606,3462,2,NULL
607,3461,1225,NULL
608,3459,15,NULL
609,3460,393,NULL
610,3458,15,NULL
611,3457,363,NULL
612,3455,393,NULL
613,3456,15,NULL
614,3454,393,NULL
615,3453,1225,NULL
616,3452,1420,NULL
617,3451,1429,NULL
618,3450,745,NULL
619,3448,393,NULL
620,3449,15,NULL
621,3446,393,NULL
622,3447,102,NULL
623,3445,363,NULL
624,3444,393,NULL
625,3443,363,NULL
626,3442,2,NULL
627,3441,102,NULL
628,3440,262,NULL
629,3439,363,NULL
630,3438,393,NULL
631,3437,102,NULL
632,3436,745,NULL
633,3435,15,NULL
634,3434,393,NULL
635,3433,43,NULL
636,3432,393,NULL
637,3431,262,NULL
638,3430,15,NULL
639,3429,43,NULL
640,3428,393,NULL
641,3427,393,NULL
642,3426,102,NULL
643,3425,363,NULL
644,3424,15,NULL
645,3423,393,NULL
646,3422,393,NULL
647,3421,363,NULL
648,3420,363,NULL
649,3419,43,NULL
650,3417,1396,NULL
651,3418,1397,NULL
652,3416,1398,NULL
655,3413,1399,NULL
656,3412,2,NULL
657,3409,1400,NULL
658,3410,1401,NULL
659,3408,1402,NULL
660,3407,1403,NULL
661,3406,1404,NULL
662,3405,1405,NULL
663,3404,1406,NULL
664,3403,1407,NULL
665,3402,1408,NULL
666,3401,1409,NULL
667,3399,1411,NULL
668,3400,1413,NULL
669,3398,1416,NULL
670,3397,1419,NULL
671,3396,43,NULL
672,3395,2,NULL
673,3394,289,NULL
674,3393,1425,NULL
675,3392,397,NULL
676,3391,1428,NULL
677,3390,1430,NULL
678,3389,1393,NULL
679,3388,1394,NULL
680,3387,15,NULL
681,3386,37,NULL
682,3385,15,NULL
683,3384,1188,NULL
684,3383,166,NULL
685,3382,1042,NULL
686,3381,272,NULL
687,3379,1188,NULL
688,3380,15,NULL
689,3377,1395,NULL
690,3378,1395,NULL
691,3376,43,NULL
692,3375,1387,NULL
693,3374,89,NULL
694,3373,1387,NULL
695,3368,886,NULL
696,3369,89,NULL
697,3370,89,NULL
698,3371,1364,NULL
699,3372,89,NULL
700,3367,1389,NULL
701,3366,1188,NULL
702,3365,10,NULL
703,3362,43,NULL
704,3363,1391,NULL
705,3364,1378,NULL
706,3361,15,NULL
707,3360,696,NULL
708,3356,166,NULL
709,3357,1188,NULL
710,3358,1385,NULL
711,3359,272,NULL
712,3351,148,NULL
713,3352,6,NULL
714,3353,886,NULL
715,3354,15,NULL
716,3355,1385,NULL
717,3350,1385,NULL
718,3349,10,NULL
719,3346,6,NULL
720,3347,1188,NULL
721,3348,1385,NULL
722,3345,1,NULL
723,3343,1378,NULL
724,3344,1188,NULL
725,3341,166,NULL
726,3342,1322,NULL
727,3340,1188,NULL
728,3339,629,NULL
729,3338,1,NULL
730,3337,1391,NULL
731,3336,341,NULL
732,3334,1382,NULL
733,3335,1042,NULL
734,3331,43,NULL
735,3332,33,NULL
736,3333,1367,NULL
737,3328,43,NULL
738,3329,43,NULL
739,3330,1366,NULL
740,3326,144,NULL
741,3327,1378,NULL
742,3325,629,NULL
743,3323,1322,NULL
744,3324,1378,NULL
745,3321,43,NULL
746,3322,629,NULL
747,3320,1369,NULL
748,3318,629,NULL
749,3319,1370,NULL
750,3315,6,NULL
751,3316,341,NULL
752,3317,341,NULL
753,3313,6,NULL
754,3314,629,NULL
755,3312,18,NULL
756,3310,1,NULL
757,3311,629,NULL
758,3307,6,NULL
759,3308,1360,NULL
760,3309,6,NULL
761,3306,1361,NULL
762,3305,6,NULL
763,3304,202,NULL
764,3303,144,NULL
765,3301,1374,NULL
766,3302,6,NULL
767,3300,33,NULL
768,3299,144,NULL
769,3298,629,NULL
770,3297,1362,NULL
771,3296,43,NULL
772,3294,43,NULL
773,3295,629,NULL
774,3293,629,NULL
775,3289,1363,NULL
776,3290,260,NULL
777,3291,1364,NULL
778,3292,673,NULL
779,3288,1363,NULL
780,3285,1368,NULL
781,3286,1361,NULL
782,3287,1371,NULL
783,3284,1372,NULL
784,3283,1373,NULL
785,3282,1368,NULL
786,3280,673,NULL
787,3281,33,NULL
788,3279,629,NULL
789,3278,615,NULL
790,3273,363,NULL
791,3274,265,NULL
792,3275,265,NULL
793,3276,265,NULL
794,3277,265,NULL
795,3272,291,NULL
796,3271,265,NULL
797,3270,17,NULL
798,3269,1354,NULL
799,3268,363,NULL
800,3267,102,NULL
801,3265,265,NULL
802,3266,363,NULL
803,3264,363,NULL
804,3263,265,NULL
805,3262,363,NULL
806,3261,102,NULL
807,3260,265,NULL
808,3259,2,NULL
809,3258,363,NULL
810,3257,363,NULL
811,3256,15,NULL
812,3255,363,NULL
813,3254,265,NULL
814,3253,102,NULL
815,3252,2,NULL
816,3251,2,NULL
817,3250,15,NULL
818,3249,265,NULL
819,3248,2,NULL
820,3247,363,NULL
821,3246,2,NULL
822,3245,102,NULL
823,3244,15,NULL
824,3243,102,NULL
825,3242,2,NULL
826,3241,265,NULL
827,3239,265,NULL
828,3240,363,NULL
829,3238,265,NULL
830,3237,720,NULL
831,3235,1357,NULL
832,3236,102,NULL
833,3234,2,NULL
834,3233,43,NULL
835,3232,43,NULL
836,3231,2,NULL
837,3230,1346,NULL
838,3229,265,NULL
839,3228,262,NULL
840,3227,1347,NULL
841,3225,265,NULL
842,3226,265,NULL
843,3224,1347,NULL
844,3223,363,NULL
845,3221,772,NULL
846,3220,2,NULL
847,3219,1348,NULL
848,3218,363,NULL
849,3217,1348,NULL
850,3216,1347,NULL
851,3215,766,NULL
852,3214,1348,NULL
853,3213,1188,NULL
854,3212,1345,NULL
855,3211,1188,NULL
856,3210,1188,NULL
857,3209,1348,NULL
858,3207,2,NULL
859,3208,1347,NULL
860,3206,1188,NULL
861,3205,363,NULL
862,3204,1347,NULL
863,3203,393,NULL
864,3202,1345,NULL
865,3200,1345,NULL
866,3201,1314,NULL
867,3199,102,NULL
868,3198,380,NULL
869,3197,2,NULL
870,3196,1188,NULL
871,3195,393,NULL
872,3194,1348,NULL
873,3192,1188,NULL
874,3190,2,NULL
875,3189,1343,NULL
876,3188,1343,NULL
877,3187,265,NULL
878,3186,1343,NULL
879,3185,265,NULL
880,3184,1343,NULL
881,3183,1343,NULL
882,3182,1343,NULL
883,3181,2,NULL
884,3180,265,NULL
885,3179,1344,NULL
886,3178,1343,NULL
887,3177,363,NULL
888,3176,97,NULL
889,3175,102,NULL
890,3174,102,NULL
891,3173,2,NULL
892,3172,1344,NULL
893,3171,102,NULL
894,3170,265,NULL
895,3169,43,NULL
896,3168,102,NULL
897,3167,97,NULL
898,3166,1343,NULL
899,3165,2,NULL
900,3164,363,NULL
901,3163,89,NULL
902,3162,262,NULL
903,3161,289,NULL
904,3160,265,NULL
905,3158,43,NULL
906,3159,1343,NULL
908,3156,1188,NULL
909,3155,1343,NULL
910,3154,363,NULL
911,3153,265,NULL
912,3152,166,NULL
914,3151,144,NULL
916,3148,43,NULL
917,3147,166,NULL
918,3145,629,NULL
919,3146,119,NULL
920,3144,144,NULL
921,3142,1334,NULL
922,3143,15,NULL
923,3140,1336,NULL
924,3141,1334,NULL
925,3139,1244,NULL
926,3135,380,NULL
927,3136,43,NULL
928,3137,43,NULL
929,3138,1338,NULL
930,3134,197,NULL
931,3133,166,NULL
932,1408,33,NULL
933,1409,272,NULL
934,1410,644,NULL
935,1411,628,NULL
936,1412,144,NULL
937,1413,199,NULL
938,1414,629,NULL
939,1415,33,NULL
940,1416,650,NULL
941,1417,681,NULL
942,1418,652,NULL
943,1419,653,NULL
944,1420,199,NULL
945,1421,655,NULL
946,1422,43,NULL
947,1423,657,NULL
948,1424,658,NULL
949,1425,548,NULL
950,1426,660,NULL
951,1427,661,NULL
952,1428,1000,NULL
953,1429,663,NULL
954,1430,6,NULL
955,1431,665,NULL
956,1432,666,NULL
957,1433,6,NULL
958,1434,10,NULL
959,1435,669,NULL
960,1436,321,NULL
961,1437,671,NULL
962,1438,199,NULL
963,1439,10,NULL
964,1440,673,NULL
965,1441,94,NULL
966,1442,675,NULL
967,1443,676,NULL
968,1444,677,NULL
969,1445,272,NULL
970,1446,678,NULL
971,1447,235,NULL
972,1448,673,NULL
973,1449,681,NULL
974,1450,682,NULL
975,1451,683,NULL
976,1452,684,NULL
977,1453,685,NULL
978,1454,686,NULL
979,1455,687,NULL
980,1456,688,NULL
981,1457,689,NULL
982,1458,37,NULL
983,1459,673,NULL
984,1460,166,NULL
985,1461,692,NULL
986,1462,693,NULL
987,1463,694,NULL
988,1464,695,NULL
989,1465,10,NULL
990,1466,673,NULL
991,1467,43,NULL
992,1468,696,NULL
993,1469,97,NULL
994,1470,698,NULL
995,1471,699,NULL
996,1472,700,NULL
997,1473,335,NULL
998,1474,6,NULL
999,1475,10,NULL
1000,1476,704,NULL
1001,1477,199,NULL
1002,1478,666,NULL
1003,1479,380,NULL
1004,1480,706,NULL
1005,1481,707,NULL
1006,1482,37,NULL
1007,1483,709,NULL
1008,1484,710,NULL
1009,1485,539,NULL
1010,1486,43,NULL
1011,1487,363,NULL
1012,1488,363,NULL
1013,1489,265,NULL
1014,1490,364,NULL
1015,1491,717,NULL
1016,1492,718,NULL
1017,1493,43,NULL
1018,1494,720,NULL
1019,1495,721,NULL
1020,1496,722,NULL
1021,1497,2,NULL
1022,1498,102,NULL
1023,1499,102,NULL
1024,1500,262,NULL
1025,1501,727,NULL
1026,1502,728,NULL
1027,1503,102,NULL
1028,1504,265,NULL
1029,1505,43,NULL
1030,1506,732,NULL
1031,1507,289,NULL
1032,1508,102,NULL
1033,1509,734,NULL
1034,1510,732,NULL
1035,1511,2,NULL
1036,1512,265,NULL
1037,1513,289,NULL
1038,1514,1240,NULL
1039,1515,717,NULL
1040,1516,265,NULL
1041,1517,739,NULL
1042,1518,740,NULL
1043,1519,291,NULL
1044,1520,742,NULL
1045,1521,743,NULL
1046,1522,744,NULL
1047,1523,745,NULL
1048,1524,740,NULL
1049,1525,747,NULL
1050,1526,748,NULL
1051,1527,744,NULL
1052,1528,745,NULL
1053,1529,2,NULL
1054,1530,150,NULL
1055,1531,751,NULL
1056,1532,102,NULL
1057,1533,289,NULL
1058,1534,265,NULL
1059,1535,150,NULL
1060,1536,265,NULL
1061,1537,150,NULL
1062,1538,753,NULL
1063,1539,102,NULL
1064,1540,2,NULL
1065,1541,2,NULL
1066,1542,150,NULL
1067,1543,619,NULL
1068,1544,2,NULL
1069,1545,265,NULL
1070,1546,2,NULL
1071,1547,372,NULL
1072,1548,2,NULL
1073,1549,759,NULL
1074,1550,760,NULL
1075,1551,102,NULL
1076,1552,762,NULL
1077,1553,763,NULL
1078,1554,764,NULL
1079,1555,265,NULL
1080,1556,740,NULL
1081,1557,766,NULL
1082,1558,727,NULL
1083,1559,265,NULL
1084,1560,768,NULL
1085,1561,727,NULL
1086,1562,770,NULL
1087,1563,400,NULL
1088,1564,772,NULL
1089,1565,762,NULL
1090,1566,262,NULL
1091,1567,727,NULL
1092,1568,102,NULL
1093,1569,772,NULL
1094,1570,774,NULL
1095,1571,775,NULL
1096,1572,776,NULL
1097,1573,777,NULL
1098,1574,778,NULL
1099,1575,779,NULL
1100,1576,780,NULL
1101,1577,781,NULL
1102,1578,782,NULL
1103,1579,783,NULL
1104,1580,784,NULL
1105,3018,43,NULL
1106,1582,785,NULL
1107,1583,786,NULL
1108,1584,629,NULL
1109,1585,788,NULL
1110,1586,199,NULL
1111,1587,249,NULL
1112,1588,791,NULL
1113,1589,427,NULL
1114,1590,793,NULL
1115,1591,300,NULL
1116,1592,795,NULL
1117,1593,33,NULL
1118,1594,797,NULL
1119,1595,798,NULL
1120,1596,799,NULL
1121,1597,800,NULL
1122,1598,801,NULL
1123,1599,802,NULL
1124,1600,803,NULL
1125,1601,804,NULL
1126,1602,671,NULL
1127,1603,791,NULL
1128,1604,325,NULL
1129,1605,243,NULL
1130,1606,807,NULL
1131,1607,808,NULL
1132,1608,809,NULL
1133,1609,804,NULL
1134,1610,810,NULL
1135,1611,6,NULL
1136,1612,812,NULL
1137,1613,808,NULL
1138,1614,813,NULL
1139,1615,814,NULL
1140,1616,235,NULL
1141,1617,816,NULL
1142,1618,791,NULL
1143,1619,817,NULL
1144,1620,818,NULL
1145,1621,43,NULL
1146,1622,804,NULL
1147,1623,671,NULL
1148,1624,821,NULL
1149,1625,822,NULL
1150,1626,471,NULL
1151,1627,824,NULL
1152,1628,825,NULL
1153,1629,804,NULL
1154,1630,826,NULL
1155,1631,17,NULL
1156,1632,818,NULL
1157,1633,673,NULL
1158,1634,791,NULL
1159,1635,829,NULL
1160,1636,10,NULL
1161,1637,831,NULL
1162,1639,791,NULL
1164,1641,825,NULL
1165,3012,629,NULL
1166,1643,37,NULL
1167,1644,791,NULL
1168,1645,427,NULL
1169,1647,209,NULL
1170,1648,13,NULL
1171,1649,835,NULL
1172,3011,6,NULL
1173,1651,346,NULL
1174,3010,15,NULL
1175,1653,837,NULL
1176,1654,791,NULL
1177,3009,615,NULL
1178,1656,696,NULL
1179,1657,673,NULL
1180,1658,818,NULL
1181,1660,471,NULL
1182,1661,43,NULL
1183,1662,791,NULL
1184,1663,235,NULL
1185,1665,840,NULL
1186,1666,841,NULL
1187,1667,10,NULL
1188,3006,629,NULL
1189,3004,629,NULL
1190,3005,629,NULL
1191,3003,629,NULL
1192,1671,150,NULL
1193,1672,844,NULL
1194,3002,629,NULL
1195,3001,629,NULL
1196,2764,131,NULL
1197,2765,131,NULL
1198,1676,845,NULL
1199,1677,846,NULL
1200,1678,295,NULL
1201,1679,848,NULL
1202,1680,847,NULL
1203,1682,848,NULL
1204,1683,13,NULL
1205,1684,850,NULL
1206,1685,850,NULL
1207,1686,851,NULL
1208,1687,673,NULL
1209,1688,848,NULL
1210,1689,17,NULL
1211,1690,17,NULL
1212,1691,235,NULL
1213,1692,10,NULL
1214,1693,848,NULL
1215,1694,43,NULL
1216,1695,858,NULL
1217,1696,859,NULL
1218,1697,516,NULL
1219,1698,861,NULL
1220,1699,262,NULL
1221,1700,858,NULL
1222,1701,863,NULL
1223,1702,864,NULL
1224,1703,150,NULL
1225,1704,863,NULL
