clip_id,"time","text","url",value,workspace_id,user_id,"clip_status","img","text_highlight",text_length
4054,"2012-08-22 13:42:00","The%20cup%20holder%20isn%27t%20pictured%2C%20but%20there%20is%20a%20detachable%20one%20in%20the%20box.%20The%20material%20is%20easy%20to%20take%20off%20and%20machine%20wash%20when%20accidents%20happen.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4055,"2012-08-22 13:42:12","My%20hubby%20and%20Father-in-law%20set%20this%20up%20in%20about%207%20minutes.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4053,"2012-08-22 13:41:30","it%20is%20a%20big%20car%20seat%2C%20but%20safety%20was%20my%20number%20one%20priority%20when%20upgrading%20to%20a%20toddler%20car%20seat%2C%20so%20I%20don%27t%20mind%20the%20bulk","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4051,"2012-08-22 13:39:42","great%20option%20for%20those%20of%20us%20who%20can%27t%20afford%20a%20Britax","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4052,"2012-08-22 13:40:24","where%20the%20baby%20sits%2C%20there%20is%20absolutely%20NO%20padding","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",-1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4050,"2012-08-22 13:39:10","buckle%20system%20is%20heavy%20duty%20and%20easy%20to%20use","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4049,"2012-08-22 13:39:05","very%20nice%20fabric%20that%27s%20soft%20to%20the%20touch","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4048,"2012-08-22 13:39:01","very%20nice%20fabric%20that%27s%20soft%20to%20the%20touch","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4047,"2012-08-22 13:38:18","the%20biggest%20is%20this%20darn%20sun%20visor.%20While%20it%20is%20very%20large%2C%20the%20middle%20section%20is%20made%20of%20mesh.%20When%20the%20sun%20is%20bright%2C%20it%20goes%20straight%20through%20the%20mesh%20and%20into%20the%20baby%27s%20eyes.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",-1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4046,"2012-08-22 13:37:51","excellent%20padding%20and%20very%20nice%2C%20soft%20fabric","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4045,"2012-08-22 13:37:43","excellent%20padding%20and%20very%20nice%2C%20soft%20fabric","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4044,"2012-08-22 13:37:25","VERY%20easy%20to%20install%20base%20in%20car","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4043,"2012-08-22 13:37:14","base%20is%20adjustable%2C%20you%20can%20recline%20it%20at%203%20different%20levels","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4041,"2012-08-22 13:36:45","material%20was%20soft%20and%20fuzzy%2C%20very%20comfortable%20for%20a%20little%20baby","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4042,"2012-08-22 13:36:58","side%20crash%20tested","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4040,"2012-08-22 13:36:45","material%20was%20soft%20and%20fuzzy%2C%20very%20comfortable%20for%20a%20little%20baby","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4039,"2012-08-22 13:36:23","comes%20with%20head/neck%20support%20cushion","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4038,"2012-08-22 13:36:07","the%20price%20is%20very%20reasonable","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
4037,"2012-08-22 13:35:38","Catch%20a%20lot%20of%20stuff%20under%20the%20padding","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",-1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4036,"2012-08-22 13:34:59","No%20thread%20adjustable%20straps","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",0,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4035,"2012-08-22 13:34:44","The%20seat%20was%20comfortable%20looking","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4034,"2012-08-22 13:34:32","easy%20to%20install","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4033,"2012-08-22 13:34:18","The%20instructions%20were%20a%20little%20hard%20for%20me%20to%20follow","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",-1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4032,"2012-08-22 13:34:08","The%20chair%20is%20excellent%20quality","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4031,"2012-08-22 13:33:57","it%20has%20the%20highest%20safety%20rating","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4030,"2012-08-22 13:33:27","Material%20is%20easy%20to%20clean","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4029,"2012-08-22 13:33:08","comfortable%20on%20my%20baby%27s%20skin","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4028,"2012-08-22 13:32:45","Install%20was%20exteremly%20easy","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4027,"2012-08-22 13:32:22","son%20figured%20out%20how%20to%20snap%20off%20the%20cup%20holder%20pretty%20quickly.%20%20It%20isn%27t%20hard%20to%20get%20back%20on%20and%20it%20is%20nice%20that%20it%20pops%20off%20so%20it%20can%20go%20on%20either%20side%2C%20but%20it%20is%20annoying%20when%20he%20gets%20it%20off%20and%20starts%20throwing%20it%20around.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",0,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4026,"2012-08-22 13:32:03","isn%27t%20the%20cheapest%20seat","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",-1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4025,"2012-08-22 13:31:45","Plus%20the%20seat%20seams%20padded%20well%20and%20comfortable%20for%20my%20son","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4024,"2012-08-22 13:30:51","really%20easy%20to%20install%2C%20please%20do%20read%20all%20the%20directions%20first%2C%20but%20after%20that%20time%20investment%20I%20haven%27t%20had%20any%20issues%20installing%20it%20quickly%20and%20securely","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4023,"2012-08-22 13:30:38","car%20seat%20fits%20really%20snugly%20in%20my%20car%20and%20doesn%27t%20move%20around.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4022,"2012-08-22 13:30:13","really%20well%20constructed%20and%20pretty%20comfy","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4021,"2012-08-22 13:28:58","seat%20cover%20is%20made%20of%20a%20material%20where%20the%20velcro%20on%20my%20son%27s%20shoes%20frayed%20it","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",-1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4020,"2012-08-22 13:28:39","a%20little%20difficult%20to%20install","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",-1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4019,"2012-08-22 13:28:12","It%20is%20so%20easy%20to%20use%20and%20install","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",1,368,230,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4016,"2012-08-22 13:25:04","Although%20friends%20told%20me%20that%20Britax%20car%20seats%20were%20great%20I%20could%20not%20see%20myself%20spending%20that%20much%20%24%24.%20But%20to%20much%20of%20my%20suprise%20the%20True%20Fit%20convertable%20car%20seat%20is%20amazing","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/first-years-recline.html",0,364,231,"saved","http://ecx.images-amazon.com/images/I/51y%2BhoOGiML._SL160_SL90_.jpg",NULL,NULL
4015,"2012-08-22 13:18:48","The%20seat%20is%20easy%20to%20install%20and%20buckle%20her%20into%20as%20well.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4014,"2012-08-22 13:18:40","I%20have%20a%20baby%20on%20the%20way%20and%20know%20the%20seat%20will%20be%20durable%20enough%20to%20withstand%20constant%20use%20through%202%20children%21","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4013,"2012-08-22 13:18:28","This%20seat%20seems%20to%20breathe%20so%20she%20remains%20a%20comfortable%20temperature%20while%20securely%20strapped%20in","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4012,"2012-08-22 13:18:19","My%20daughter%20loves%20this%20carseat%20-%20it%27s%20very%20comfortable%20","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4011,"2012-08-22 13:18:04","He%20seemed%20very%20comfortable%20in%20it%20and%20I%20liked%20that%20the%20extra%20deep%20side%20wings%20around%20the%20head%20kept%20his%20head%20from%20slumping%20to%20the%20side.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4010,"2012-08-22 13:17:49","My%20other%20con%20is%20that%20it%20was%20extremely%20difficult%20to%20install%20it%20rear%20facing.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",-1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4009,"2012-08-22 13:17:27","The%20seat%20is%20gigantic.%20%20When%20rear%20facing%20it%20would%20only%20fit%20in%20one%20postion%20in%20my%20car.%20","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",-1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4008,"2012-08-22 13:17:26","I%20love%20the%20no%20rethread%20harness%20and%20although%20it%20took%20me%20a%20bit%20to%20figure%20out%20how%20to%20work%20it%2C%20it%20is%20still%20fairly%20simple%20and%20much%20preferrable%20over%20the%20rethread%20type","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",0,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4007,"2012-08-22 13:17:12","%20%20I%20love%20that%20this%20seat%20has%20such%20a%20high%20rear%20facing%20weight%20and%20height%20limit.%20%20It%20is%20so%20high%20in%20fact%20that%20my%203%201/2%20year%20old%20would%20still%20be%20able%20to%20be%20rear%20facing%20in%20this%20seat.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",0,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4006,"2012-08-22 13:16:20","The%20%22wings%22%20that%20I%20referred%20to%20earlier%20%28the%20things%20that%20stick%20out%20on%20either%20side%20of%20her%20head%29%20do%20not%20clean%20easily","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",-1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4005,"2012-08-22 13:16:09","It%20is%20a%20big%20seat%20especially%20rear%20facing","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",-1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4004,"2012-08-22 13:16:00","adjusting%20the%20straps%20as%20the%20kids%20grow%20is%20so%20easy%20in%20comparison%20to%20other%20seats","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4003,"2012-08-22 13:15:56","They%20were%20pretty%20easy%20to%20install","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4002,"2012-08-22 13:15:32","My%20child%20is%20so%20comfortable","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4001,"2012-08-22 13:15:32","The%20instructions%20were%20simple%20and%20there%20was%20no%20wondering%20whether%20or%20not%20you%20got%20it%20right","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
4000,"2012-08-22 13:15:08","Easy%20to%20install%20via%20my%20hubby","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
3999,"2012-08-22 13:15:08","Her%20car%20is%20a%20Honda%20Civic%2C%20so%20it%20was%20a%20little%20tricky%20to%20get%20it%20in","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",0,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
3998,"2012-08-22 13:14:31","I%20could%20tell%20he%20liked%20having%20things%20a%20little%20roomier%20the%20moment%20I%20put%20him%20in%20this%20seat.%20He%20still%20falls%20asleep%20with%20ease.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
3997,"2012-08-22 13:14:14","My%20hubby%20and%20Father-in-law%20set%20this%20up%20in%20about%207%20minutes","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
3996,"2012-08-22 13:14:09","The%20cup%20holder%20isn%27t%20pictured%2C%20but%20there%20is%20a%20detachable%20one%20in%20the%20box.%20The%20material%20is%20easy%20to%20take%20off%20and%20machine%20wash%20when%20accidents%20happen.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",0,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
3995,"2012-08-22 13:13:57","I%20wouldn%27t%20want%20it%20as%20an%20infant%20seat%20.%20.%20.%20too%20inconvenient.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",-1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
3994,"2012-08-22 13:13:49","he%20seat%20is%20gigantic.%20%20When%20rear%20facing%20it%20would%20only%20fit%20in%20one%20postion%20in%20my%20car.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",-1,366,226,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
3993,"2012-08-22 13:13:42","but%20safety%20was%20my%20number%20one%20priority%20when%20upgrading%20to%20a%20toddler%20car%20seat%2C%20so%20I%20don%27t%20mind%20the%20bulk","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
3992,"2012-08-22 13:12:54","Graco%20put%20overall%20adequate%20padding%20in%20the%20back%20part%2C%20but%20where%20the%20baby%20sits%2C%20there%20is%20absolutely%20NO%20padding","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",-1,364,231,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
3991,"2012-08-22 13:12:40","This%20is%20a%20great%20option%20for%20those%20of%20us%20who%20can%27t%20afford%20a%20Britax.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",0,364,231,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
3990,"2012-08-22 13:12:34","nice%20fabric%20that%27s%20soft%20to%20the%20touch","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
3989,"2012-08-22 13:12:28","nice%20and%20heavy%20%28very%20durable%29","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",1,364,231,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
3988,"2012-08-22 13:12:21","%20They%20claim%20the%20new%20base%20should%20be%20available%20on%20the%20market%20soon%20but%20for%20now%20you%20have%20to%20buy%20it%20through%20graco%20directly.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",0,364,231,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
3987,"2012-08-22 13:12:07","Hard%20to%20clean%20-%20Headrest%20pad%20does%20not%20come%20off%2C","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/safety-first-complete.html",-1,366,226,"saved","http://ecx.images-amazon.com/images/I/41bXJ78gtbL._SL160_SL90_.jpg",NULL,NULL
3986,"2012-08-22 13:12:04","%20the%20biggest%20is%20this%20darn%20sun%20visor.%20While%20it%20is%20very%20large%2C%20the%20middle%20section%20is%20made%20of%20mesh.%20When%20the%20sun%20is%20bright%2C%20it%20goes%20straight%20through%20the%20mesh%20and%20into%20the%20baby%27s%20eyes.%20I%20am%20constantly%20trying%20to%20move%20the%20visor%20or%20the%20stroller%20to%20keep%20the%20sun%20out.%20Whoever%20thought%20to%20use%20mesh%20wasn%27t%20thinking.","http://mario.hcii.cs.cmu.edu/clipper/study/carseat/graco-snugride.html",-1,364,231,"saved","http://ecx.images-amazon.com/images/I/41zpw51tnwL._SL160_SL90_.jpg",NULL,NULL
